family,scenario,test_name,system,fairness_label,capability_path,metric_type,unit,native_semantic_support,external_semantic_stages,explanation_support,epochs_observed,runs_observed,samples,success_count,failed_count,success_rate,mean_ms,median_ms,p95_ms,p99_ms,stddev_ms,mean_ops_per_sec
semantic,Semantic Admission,Externalized JSON-LD Admission,Fluree,externalized-semantic-pipeline,external-semantic-pipeline,validation-latency-ms,ms,false,"ttl-to-jsonld-translation, jsonld-ledger-insert",false,30,30,30,30,0,100.0,514.6666666666666,518.5,566.0,570.97,35.68037119886632,1.952974622930873
semantic,Semantic Admission,Native RDF+SHACL Admission,ProvChain-Org,native-comparable,native-rdf-path,validation-latency-ms,ms,true,,true,30,30,30,30,0,100.0,12121.933333333332,12080.5,12344.25,12834.53,191.36734889270485,0.08251460614926995
